Education,Marital_Status,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Age_on_2024,Spent,AcceptedCmp
4,2,66476,0,1,372,18,126,47,48,78,2,5,2,11,4,0,48,689,0
4,4,86857,0,0,899,102,838,133,102,40,1,5,6,10,2,1,52,2114,0
4,5,77845,0,0,760,40,480,0,40,26,1,3,5,12,1,0,35,1346,2
4,5,69476,0,0,260,86,559,63,9,67,1,4,6,4,2,0,55,1044,0
4,2,50611,0,1,459,0,24,6,0,4,6,4,5,7,6,1,64,493,1
2,4,61209,0,0,466,0,224,119,49,99,1,5,3,4,2,0,54,957,0
3,5,42315,0,1,67,15,80,17,11,80,3,1,4,4,3,0,66,270,0
1,5,13084,0,0,2,0,7,3,7,10,1,1,0,3,6,0,72,29,0
3,6,47570,1,1,67,1,20,0,2,31,3,2,2,2,7,1,75,121,0
3,3,61923,0,2,92,4,18,3,3,6,1,2,1,4,3,0,63,126,0
2,4,34824,0,0,4,2,11,2,0,4,1,1,0,2,6,0,29,23,0
4,4,26518,1,1,20,1,28,3,3,2,3,2,0,3,8,1,75,57,0
2,4,45938,0,0,273,11,178,62,83,29,2,8,4,6,6,0,63,636,0
2,5,78468,0,0,434,22,388,104,22,34,1,10,7,10,4,0,64,1004,1
2,2,78901,0,1,321,11,309,33,26,34,3,9,3,5,4,0,51,734,0
2,3,71427,2,0,212,123,177,15,64,23,2,8,2,8,4,0,46,614,0
2,2,71022,0,1,909,12,278,0,12,242,3,5,2,11,8,0,46,1453,1
3,4,90247,0,0,1184,32,352,21,16,16,1,3,4,7,1,1,36,1621,3
3,2,41335,1,0,112,19,21,16,14,5,3,4,1,4,7,0,56,187,0
2,3,71952,1,0,656,80,455,52,107,93,2,8,4,8,4,0,38,1443,2
4,2,35682,1,0,23,0,8,6,2,18,1,1,1,3,2,0,54,57,0
2,2,43185,0,1,537,6,42,16,6,30,2,9,3,6,8,0,73,637,0
4,5,66375,0,1,712,0,45,0,0,191,3,2,4,5,7,0,76,948,1
3,3,35178,1,0,23,1,13,2,2,18,1,1,1,2,7,1,53,59,1
2,3,25252,1,0,1,3,4,2,2,6,1,1,0,2,8,0,38,18,0
3,4,55250,0,1,664,58,83,32,0,66,4,7,5,10,5,0,59,903,0
2,4,33249,1,0,6,10,21,19,14,42,2,2,1,3,6,0,49,112,0
2,5,58398,0,0,299,5,201,21,21,49,3,5,4,8,4,0,71,596,0
2,5,50272,1,0,99,13,66,43,8,4,3,4,1,5,7,0,42,233,0
4,3,76618,0,0,749,40,294,121,160,147,1,3,2,5,1,0,49,1511,0
0,2,87305,0,0,345,25,501,63,138,80,1,5,3,8,2,1,64,1152,1
2,5,25851,1,0,9,4,18,7,5,5,2,2,0,3,7,0,46,48,0
2,2,58710,0,1,440,81,368,0,122,174,6,11,5,9,6,0,54,1185,0
2,4,45160,1,1,8,2,5,3,0,3,1,1,0,2,7,0,66,21,0
3,3,74806,0,1,670,9,249,0,28,9,2,5,4,5,4,0,59,965,0
2,3,59111,0,0,524,0,134,28,28,155,1,11,1,8,7,0,70,869,0
4,3,18988,1,0,6,0,6,2,1,1,2,1,0,3,7,0,40,16,0
2,3,72190,0,0,597,166,597,172,166,249,1,5,6,4,3,0,59,1947,0
2,3,7500,1,0,7,0,12,13,7,32,5,4,1,2,9,1,48,71,1
2,3,44794,0,1,54,0,7,0,0,4,1,2,0,3,6,0,58,65,0
2,3,80395,0,0,445,25,706,80,76,48,1,6,5,12,2,0,69,1380,1
3,2,75012,0,0,294,142,218,164,58,151,1,3,8,11,1,0,48,1027,0
3,3,56962,2,1,292,3,77,10,3,26,7,6,3,5,7,0,59,411,0
2,5,89891,0,0,412,22,132,59,28,183,1,11,6,8,4,0,33,836,1
4,2,35946,1,1,8,0,3,0,0,0,1,0,0,3,5,0,75,11,0
4,5,53593,1,1,349,4,78,6,0,43,8,7,2,6,8,0,71,480,0
2,3,66373,1,1,328,9,124,12,24,109,7,4,2,10,3,0,46,606,0
4,2,45072,1,2,144,2,99,7,2,30,5,6,1,4,8,0,76,284,0
2,2,89694,1,1,1126,28,211,37,28,42,3,4,3,4,5,0,51,1472,3
2,3,72025,0,0,967,0,617,43,50,0,1,4,8,13,2,1,75,1677,3
2,3,67432,0,1,432,79,341,177,136,170,2,8,5,4,4,0,51,1335,0
3,5,70545,0,1,138,39,63,55,18,21,1,4,1,7,2,0,72,334,0
1,3,17487,1,0,0,0,1,7,4,6,1,1,0,2,7,0,35,18,0
2,5,62882,0,1,509,133,497,78,24,97,2,7,5,6,4,0,55,1338,0
4,4,64108,0,1,948,10,86,13,21,21,4,6,9,11,5,0,71,1099,0
3,5,34941,1,1,39,2,25,4,3,24,2,3,0,3,8,0,68,97,0
4,4,48767,1,2,28,1,21,3,0,10,3,2,1,3,5,0,74,63,0
0,5,38702,1,0,13,11,24,13,8,40,2,3,0,4,6,0,46,109,0
2,3,82224,0,0,307,26,360,138,31,40,1,6,9,5,3,0,60,902,1
2,5,83844,0,0,901,31,345,75,31,191,1,4,4,11,1,0,72,1574,1
0,3,17003,1,0,2,5,12,4,8,7,3,2,0,4,5,0,49,38,0
2,4,71163,0,0,283,17,372,138,106,44,1,3,8,12,1,0,29,960,0
2,4,33697,1,0,4,3,7,0,3,11,1,1,0,2,7,0,54,28,1
0,3,63564,0,0,769,80,252,15,34,65,1,10,10,7,6,1,70,1215,1
4,5,83443,0,0,518,42,742,55,56,84,1,6,10,5,2,0,52,1497,0
4,5,51518,0,1,350,8,66,17,4,4,2,3,2,10,3,0,66,449,0
2,6,58330,0,1,445,53,213,104,98,151,1,6,4,13,4,0,49,1064,0
2,3,80952,0,0,778,178,689,41,27,44,1,8,5,11,8,1,55,1757,3
2,5,75507,0,0,709,93,374,104,80,80,1,8,6,6,3,0,45,1440,0
0,5,63855,0,0,359,35,314,93,116,89,1,7,3,13,4,0,46,1006,0
4,5,62220,0,1,799,12,375,16,12,12,5,7,6,5,6,1,52,1226,0
2,3,58512,0,1,895,10,101,13,0,152,5,3,4,8,8,0,60,1171,0
3,3,40662,1,0,40,2,23,0,4,23,2,2,1,3,4,0,45,92,0
4,3,38829,0,1,76,0,7,0,0,16,1,3,2,2,5,0,65,99,0
0,3,35523,1,0,11,5,22,12,5,11,2,3,0,3,7,0,43,66,0
2,4,79146,1,1,245,16,223,21,43,16,2,8,1,8,6,0,57,564,0
3,3,78285,0,0,647,107,391,175,67,40,1,6,4,10,3,0,36,1427,0
4,4,31626,1,0,39,1,9,2,1,34,1,2,1,2,7,1,46,86,1
2,4,75127,0,0,203,35,305,46,17,227,1,2,11,5,1,0,72,833,0
2,3,48726,0,1,138,3,38,4,0,59,3,3,2,4,6,0,69,242,0
2,3,74985,0,0,587,51,898,247,0,86,1,3,6,7,2,0,47,1869,0
2,5,67430,0,0,595,97,291,127,133,121,1,11,5,12,6,0,37,1364,0
0,3,46891,0,1,43,12,23,29,15,61,1,2,1,4,4,0,59,183,0
3,3,62058,0,1,301,7,74,10,0,58,4,6,1,7,6,0,68,450,0
2,3,72063,0,1,180,32,348,76,32,90,2,5,2,12,2,0,45,758,0
4,3,78939,0,0,794,115,243,150,0,205,1,8,5,6,3,0,73,1507,0
2,4,42720,1,1,392,5,91,28,26,112,8,7,3,7,8,1,59,654,0
2,3,33622,1,1,39,1,22,3,4,12,3,2,0,4,7,0,52,81,0
4,5,6835,0,1,107,2,12,2,2,12,0,0,0,1,20,0,67,137,0
2,5,41452,1,1,13,0,3,0,0,0,1,1,0,2,7,0,71,16,0
4,4,40760,0,1,70,0,17,0,0,6,2,2,1,3,6,0,59,93,0
4,5,74250,0,0,680,11,392,75,0,0,1,2,11,4,1,0,66,1158,0
3,4,51124,1,1,26,1,11,0,1,4,2,1,0,3,3,0,69,43,0
2,4,72258,0,1,522,0,522,227,120,134,2,6,9,5,2,0,53,1525,0
4,4,71466,0,0,412,12,546,78,182,0,1,4,4,10,1,0,50,1230,0
2,5,36283,1,1,6,5,5,8,0,5,2,1,0,3,4,0,48,29,0
2,4,20587,1,0,2,3,6,4,1,9,1,1,1,2,7,0,54,25,0
2,3,30467,1,0,1,3,8,2,5,5,1,1,0,2,7,0,52,24,0
2,5,31590,1,0,6,2,15,6,6,3,1,1,0,3,8,0,52,38,0
1,3,20425,1,0,4,12,5,3,16,17,2,2,0,3,7,0,38,57,0
3,5,17144,1,1,18,2,19,0,2,6,5,3,0,4,7,0,64,47,0
4,2,42564,0,1,324,48,186,39,18,198,6,6,8,4,7,1,56,813,1
3,3,43783,1,0,327,9,125,25,4,139,6,7,1,8,7,0,46,629,1
2,2,40780,0,1,229,27,71,13,3,34,4,7,1,5,9,0,48,377,0
3,5,62847,0,0,521,168,706,80,76,61,1,3,6,4,2,0,79,1612,0
4,3,82017,0,0,184,23,446,30,23,23,1,5,4,7,2,1,67,729,3
2,4,16813,0,0,4,8,11,12,2,13,1,2,0,3,7,0,74,50,1
2,3,51267,1,1,183,2,64,7,2,12,4,3,3,5,4,0,46,270,0
2,4,46524,0,1,31,19,35,26,14,52,2,1,1,5,3,0,63,177,0
3,4,45183,0,0,219,3,60,12,9,12,1,4,1,7,7,0,62,315,1
4,3,70421,0,1,479,28,136,75,14,35,3,10,3,7,6,0,70,767,0
0,2,60161,0,1,584,44,212,46,8,177,3,11,4,8,8,0,59,1071,0
2,5,73926,0,0,627,91,597,159,91,15,1,6,5,12,3,0,51,1580,0
2,3,19329,1,0,24,1,16,12,2,5,3,4,0,3,8,0,56,60,0
3,3,61872,0,1,330,5,159,36,27,16,4,4,4,9,4,0,54,573,0
2,6,46984,1,1,19,1,10,2,1,8,1,1,0,3,5,0,68,41,0
2,3,34838,1,1,28,23,29,29,14,47,3,2,1,4,6,0,73,170,0
4,4,82716,0,0,606,148,228,15,148,22,1,6,8,13,2,0,80,1167,0
2,3,48192,0,0,1039,43,204,153,58,29,3,2,8,12,8,1,66,1526,3
3,3,49681,0,2,411,0,26,0,0,21,6,7,1,7,7,0,48,458,0
3,3,56850,0,1,34,1,19,2,7,0,1,1,1,3,2,0,53,63,0
2,3,55267,0,1,161,28,136,32,3,45,4,3,4,6,3,0,67,405,0
2,3,59666,1,1,623,53,178,23,17,133,7,3,2,8,8,0,52,1027,1
2,4,72504,0,1,604,26,470,123,161,94,2,5,9,6,2,0,52,1478,0
2,3,26872,0,0,3,10,8,3,16,32,1,1,1,2,6,0,43,72,0
2,4,21359,1,0,12,2,17,6,1,10,2,2,0,3,8,1,52,48,0
2,4,73170,0,0,184,174,256,50,30,32,1,5,4,6,2,0,49,726,0
3,3,52750,0,1,393,0,239,90,69,69,6,5,7,9,4,0,69,860,0
4,5,91820,0,0,410,73,747,76,161,30,0,5,5,12,1,0,38,1497,0
4,5,65968,0,1,376,9,83,19,4,4,2,5,4,7,3,0,54,495,0
2,3,30772,1,1,7,2,4,2,1,4,1,1,0,2,6,0,48,20,0
2,4,22507,0,0,68,0,226,51,157,68,3,10,2,4,9,0,70,570,0
2,3,65685,0,1,642,14,49,0,7,57,1,9,2,9,5,0,52,769,0
0,3,25804,1,0,8,7,9,13,6,12,2,2,0,3,8,0,46,55,0
4,4,76412,0,0,840,53,804,23,71,17,1,5,4,8,3,1,44,1808,2
2,3,22063,1,0,7,10,13,3,11,11,2,2,0,3,7,0,52,55,0
2,4,57091,0,0,464,5,64,7,0,37,1,7,3,7,5,1,63,577,1
2,3,22419,0,0,30,3,47,19,21,42,1,3,2,2,8,0,61,162,0
2,5,87771,0,1,1492,38,287,50,57,33,1,5,10,4,6,1,65,1957,4
0,2,78353,0,1,752,122,476,39,153,34,1,10,2,11,8,0,65,1576,0
2,3,93404,1,2,1279,15,287,20,0,15,3,3,4,7,5,0,70,1616,2
2,2,37859,1,2,22,1,8,2,1,2,2,1,0,3,8,0,62,36,0
4,6,80995,0,1,860,28,409,73,56,56,1,8,9,4,4,0,66,1482,0
2,5,16529,1,0,3,0,5,13,0,1,1,1,0,3,6,0,40,22,0
4,2,55412,1,1,10,5,28,11,1,8,1,2,0,3,5,0,48,63,0
2,4,48789,0,0,351,16,156,7,5,145,1,6,4,7,6,0,32,680,0
4,5,56575,0,2,421,5,90,0,16,10,3,7,3,7,5,0,57,542,0
0,5,25130,1,0,2,5,7,0,18,18,2,2,0,3,7,0,44,50,0
2,3,35441,1,1,25,1,9,2,1,1,2,1,0,3,8,0,57,39,0
2,3,71391,0,1,336,123,274,46,123,141,5,6,5,12,3,0,68,1043,0
3,4,49494,1,0,191,9,97,0,6,82,2,6,1,5,7,0,52,385,0
2,2,81702,0,0,563,50,774,28,31,187,1,7,7,12,3,0,44,1633,0
0,4,45889,0,1,31,0,6,0,1,8,1,1,0,3,6,0,44,46,0
2,4,56628,0,1,479,5,82,7,17,171,2,7,6,5,5,0,47,761,1
2,5,34026,1,1,18,6,15,12,8,17,3,2,1,3,5,0,74,76,0
2,3,40049,0,1,91,65,52,10,44,28,3,3,2,6,5,0,50,290,0
2,4,34176,1,0,5,7,24,19,14,20,4,3,0,4,6,0,36,89,0
2,3,19419,1,0,2,14,28,16,3,7,4,4,0,3,9,0,43,70,0
0,3,82504,0,0,362,50,431,134,35,54,1,3,6,7,1,0,64,1066,0
2,5,81205,0,0,724,74,929,97,55,130,1,5,6,7,2,1,54,2009,3
0,4,61618,0,0,605,91,399,0,45,205,2,3,6,8,3,0,33,1345,0
3,4,55284,0,1,547,7,140,0,7,63,3,7,5,8,5,0,68,764,0
2,4,49980,0,1,104,1,54,13,9,14,2,3,1,5,5,0,61,195,0
2,3,15072,2,0,8,2,15,0,10,18,4,3,1,3,5,0,44,53,0
2,4,49166,0,1,224,2,25,7,0,110,2,5,3,3,6,0,50,368,0
4,3,65324,0,1,384,0,102,21,32,5,3,6,2,9,4,0,70,544,0
0,3,82347,0,0,556,54,845,202,133,63,1,7,7,10,3,0,67,1853,2
4,5,30843,1,1,24,0,2,0,0,9,2,1,1,2,5,0,58,35,1
4,3,46374,0,1,408,0,21,0,0,17,3,7,1,7,8,1,50,446,2
2,4,60474,0,1,265,199,303,234,9,170,7,10,2,12,7,0,45,1180,0
3,3,38576,0,1,34,0,7,0,0,0,1,1,0,3,7,0,51,41,0
2,3,55357,2,0,374,64,116,84,25,64,3,6,2,11,5,0,39,727,0
2,5,37758,1,1,27,2,10,0,0,1,2,1,0,3,8,0,58,40,0
0,3,85710,0,0,600,20,350,29,30,33,1,6,9,10,2,0,35,1062,1
2,5,23228,1,0,13,2,18,6,1,0,2,2,0,3,8,0,55,40,0
3,5,44602,1,1,167,2,89,0,0,34,6,6,1,4,8,0,55,292,0
2,3,7500,0,0,0,2,3,4,1,5,1,0,0,3,6,0,37,15,0
0,5,38683,1,0,46,35,69,84,41,66,6,4,1,6,7,0,35,341,0
0,4,49514,1,0,88,39,78,58,13,93,2,6,1,4,7,0,49,369,0
4,5,57906,0,1,243,11,119,10,3,15,3,4,2,8,4,0,51,401,0
3,4,43456,0,1,275,11,68,25,7,7,3,5,1,8,5,0,58,393,0
3,4,19485,2,0,6,0,4,0,0,0,1,1,0,2,7,0,38,10,0
2,5,53172,0,1,121,62,90,68,20,125,3,2,3,8,3,0,46,486,0
2,5,30545,1,0,4,12,15,19,7,12,2,2,0,3,7,0,45,69,0
4,5,70123,0,0,1308,0,396,23,0,0,1,5,7,4,3,0,41,1727,2
2,4,62450,0,1,515,47,267,62,66,38,2,5,5,4,3,0,65,995,1
2,5,21675,1,0,4,0,16,17,4,4,3,4,0,3,7,0,48,45,0
0,4,42395,1,1,48,13,57,24,15,25,4,3,1,4,7,0,43,182,0
3,5,61346,1,0,562,58,168,43,16,142,1,5,7,10,3,0,46,989,0
2,5,80812,0,0,769,22,500,210,143,33,1,4,8,5,2,0,71,1677,3
3,2,42835,1,1,379,4,93,12,9,98,7,6,6,4,6,0,53,595,0
2,3,39922,1,0,29,12,59,19,1,36,2,3,0,4,8,0,41,156,0
3,4,86424,0,0,387,68,569,89,45,68,1,6,9,12,1,0,68,1226,0
0,5,17117,1,0,12,23,38,30,18,7,4,3,1,3,9,0,46,128,0
2,4,24762,1,0,6,10,12,3,15,40,3,3,1,2,8,1,52,86,1
2,3,35797,0,1,27,1,14,4,1,21,2,2,0,3,8,0,49,68,0
2,2,36627,2,0,9,1,5,0,0,1,1,0,0,3,5,0,49,16,0
0,3,51111,1,1,22,0,19,6,5,3,2,2,0,3,6,0,43,55,0
4,4,86857,0,0,899,102,838,133,102,40,1,5,6,10,2,1,52,2114,0
4,5,82072,0,0,889,55,685,168,92,129,1,3,2,13,1,0,54,2018,0
4,4,46231,2,1,189,2,55,0,5,12,4,6,1,4,9,0,71,263,0
2,3,42243,1,1,48,0,2,0,0,5,2,2,0,3,7,0,65,55,0
2,5,51195,1,1,230,14,156,82,24,58,8,9,2,5,8,0,62,564,0
3,4,68092,0,0,852,60,207,78,36,48,2,2,6,10,5,0,46,1281,0
2,3,31814,1,0,35,3,20,4,1,20,2,2,0,3,9,0,51,83,1
3,6,51390,1,1,205,20,47,23,2,56,6,5,2,5,5,0,59,353,0
2,3,76630,0,0,255,31,446,40,56,175,1,3,10,11,1,0,41,1003,0
1,4,26868,1,0,0,0,1,8,3,2,1,1,0,2,7,0,33,14,0
4,2,48948,0,0,437,8,206,160,49,42,2,7,10,5,6,1,81,902,1
4,4,55260,0,1,825,8,53,11,0,242,2,8,10,5,6,0,52,1139,0
2,5,64090,0,1,316,58,161,76,51,135,1,6,9,4,5,1,68,797,0
2,2,78331,0,1,756,138,354,160,169,61,2,10,6,7,4,0,66,1638,0
4,3,37087,1,0,194,55,134,15,0,3,3,4,2,8,6,0,50,401,0
2,2,21846,1,0,7,17,18,6,10,26,4,4,0,3,8,0,38,84,0
2,3,81320,0,0,183,33,493,59,103,57,1,4,3,10,2,0,66,928,0
2,2,54137,0,1,171,0,11,0,1,20,2,4,1,4,6,0,54,203,0
2,5,66825,0,0,243,101,405,29,40,40,1,4,5,6,2,0,57,858,0
2,5,57100,0,0,181,21,69,39,3,96,1,3,3,6,3,0,51,409,0
2,5,58917,1,2,151,7,89,0,7,28,5,4,1,6,5,0,55,282,0
2,4,85072,0,0,494,92,391,194,11,241,1,3,4,10,0,0,47,1423,0
2,4,86429,0,0,464,28,873,29,18,37,0,7,4,7,2,1,63,1449,1
2,6,45684,1,0,5,1,5,10,0,7,1,1,0,2,7,0,53,28,0
2,5,47889,1,0,29,0,29,0,5,4,1,2,0,3,5,0,50,67,0
4,3,45921,0,0,102,9,49,24,3,12,1,2,1,6,4,0,38,199,0
4,4,78420,0,0,604,28,674,91,28,28,1,3,10,8,1,0,58,1453,0
2,5,75114,0,0,571,12,523,63,60,24,1,3,10,5,2,0,32,1253,0
4,6,52278,0,1,953,0,71,0,0,174,6,10,5,10,8,1,61,1198,0
3,3,35641,1,0,63,3,67,8,9,28,2,3,1,4,7,1,52,178,0
2,4,95529,0,0,770,29,890,250,27,24,1,7,3,7,3,1,30,1990,1
2,3,62820,0,0,398,61,265,138,61,53,1,3,4,6,1,0,70,976,0
3,5,73113,0,0,741,19,154,50,9,28,1,3,4,7,2,0,64,1001,0
4,3,84169,0,0,1478,19,403,0,19,0,1,7,6,6,3,1,42,1919,2
0,4,42607,0,1,156,29,56,30,32,47,2,3,2,7,3,0,70,350,0
4,4,74637,0,0,960,64,464,146,0,16,1,6,9,9,3,0,70,1650,1
4,5,46015,1,1,38,0,2,0,0,6,1,1,0,3,7,0,69,46,2
2,4,72354,0,0,315,26,473,220,12,182,1,2,10,6,1,0,31,1228,0
3,4,39858,1,0,15,20,25,2,7,26,1,2,0,4,6,1,55,95,0
4,3,34469,1,1,19,6,20,0,5,12,3,1,1,4,4,0,76,62,0
2,5,83033,1,0,812,99,431,237,149,33,1,11,4,10,5,0,38,1761,1
3,5,24401,0,0,73,28,217,10,24,115,3,6,1,6,8,0,45,467,0
2,3,77583,0,0,372,23,384,250,12,108,1,4,5,9,2,0,46,1149,1
0,4,74116,0,0,871,111,704,145,55,166,1,4,4,10,2,0,42,2052,1
2,4,74293,0,0,375,152,335,93,91,81,1,5,4,6,2,0,31,1127,0
4,3,68397,0,1,760,80,466,17,13,80,1,6,9,5,3,0,48,1416,0
4,5,79632,0,0,471,0,510,99,21,12,1,6,4,9,2,0,50,1113,0
2,4,46107,1,0,31,9,27,16,9,33,1,1,1,4,3,0,35,125,0
4,4,64950,0,1,819,0,72,12,0,63,2,11,2,10,7,0,73,966,1
1,3,25443,1,0,1,4,3,8,9,7,1,1,0,3,8,0,35,32,0
2,4,75127,0,0,203,35,305,46,17,227,1,2,11,5,1,0,72,833,0
4,5,32892,1,0,26,0,15,2,1,2,2,3,0,3,8,0,53,46,0
2,5,71796,0,0,354,21,311,167,75,32,1,9,3,4,4,0,53,960,0
4,3,67536,0,1,1253,0,447,23,71,35,3,11,5,11,8,0,54,1829,1
2,4,55239,0,1,371,17,238,23,24,106,3,7,5,11,5,0,53,779,0
4,2,60554,1,0,588,7,76,110,15,15,2,8,4,9,6,0,49,811,0
0,4,64831,1,1,480,86,249,75,86,144,8,6,3,5,6,0,72,1120,0
4,5,56067,0,1,517,12,54,16,6,120,2,7,4,7,5,0,62,725,0
2,2,82025,0,0,267,98,606,48,70,98,1,3,2,6,1,1,41,1187,1
2,5,94384,0,0,1111,24,790,160,45,172,0,5,8,5,2,1,71,2302,3
1,4,14906,0,0,7,7,14,7,16,15,3,2,1,3,7,0,38,66,0
4,3,51563,0,0,1166,0,48,0,0,36,1,4,4,10,8,0,37,1250,2
0,3,57937,0,1,261,42,144,55,48,133,3,4,4,9,3,0,42,683,0
2,2,68274,1,1,135,25,51,23,25,46,2,4,2,5,3,0,45,305,0
2,5,39771,1,0,6,2,18,2,8,14,1,2,0,3,4,0,47,50,0
0,2,67893,0,1,711,28,142,49,18,47,2,3,2,9,8,0,49,995,0
4,5,27922,1,0,11,0,13,2,4,11,1,2,0,3,4,0,45,41,0
4,5,52190,1,1,42,0,17,0,0,18,3,2,1,3,5,0,48,77,1
3,2,44051,1,1,79,7,58,6,3,18,4,3,1,4,6,1,51,171,0
4,4,42767,2,0,20,6,43,19,5,38,1,3,1,2,8,0,53,131,0
3,5,46106,1,1,30,0,8,2,0,14,1,1,1,2,6,0,48,54,0
4,3,16927,1,1,20,2,23,3,1,4,5,3,0,4,8,0,48,53,0
2,3,59754,0,1,115,27,44,4,146,139,3,5,2,6,5,1,59,475,0
2,4,53700,0,1,263,5,233,69,41,83,4,5,5,8,5,0,72,694,0
2,3,59041,1,1,69,2,15,2,2,6,2,2,0,4,5,0,51,96,0
4,2,54237,0,1,267,3,30,4,0,57,4,5,2,5,6,0,67,361,0
2,2,70647,0,1,561,85,171,25,123,114,2,4,7,13,2,0,57,1079,0
4,4,52597,0,1,492,0,37,7,0,42,3,6,3,8,5,0,62,578,0
3,5,41021,1,0,14,7,9,6,16,12,2,2,0,3,6,1,55,64,0
4,3,40233,0,1,80,4,46,0,17,2,5,2,1,5,6,0,49,149,0
2,3,50183,1,1,97,12,84,13,10,15,7,3,1,6,5,0,44,231,0
2,5,54753,0,1,197,107,227,7,59,131,3,5,2,11,4,0,65,728,0
2,3,92955,0,0,693,21,925,31,24,84,1,6,7,9,2,1,51,1778,2
2,3,33471,1,0,43,2,27,0,9,12,3,3,0,4,7,0,51,93,0
4,3,34596,1,0,14,0,2,0,0,7,1,1,0,2,8,1,50,23,0
2,5,44010,1,0,186,36,234,86,72,48,6,10,2,6,9,0,44,662,0
2,3,84219,0,0,434,137,400,45,137,45,1,3,4,10,1,0,36,1198,0
4,5,40706,2,1,59,0,11,4,2,5,4,3,0,4,7,0,56,81,0
0,3,15716,1,0,16,5,30,8,7,26,3,3,0,4,8,0,36,92,0
0,2,59052,0,1,230,35,75,63,57,31,3,7,1,7,5,0,65,491,0
3,5,80573,0,0,829,138,430,60,92,15,1,4,6,13,2,0,53,1564,0
2,3,83715,0,0,318,8,407,150,35,8,1,2,8,13,0,0,62,926,0
3,5,82576,0,0,1206,55,445,168,18,18,1,2,4,12,1,0,65,1910,1
3,3,56962,2,1,292,3,77,10,3,26,7,6,3,5,7,0,59,411,0
2,3,35704,1,1,30,9,12,2,11,30,3,2,0,4,4,0,72,94,0
2,5,53103,0,1,729,17,133,11,0,195,5,10,6,7,7,0,70,1085,1
0,6,46779,1,1,12,1,3,0,0,7,1,0,1,2,4,0,64,23,0
2,2,4861,0,0,2,1,1,1,0,1,0,0,0,0,14,0,59,6,0
3,2,33462,1,0,22,3,18,0,0,11,1,2,0,3,7,0,45,54,0
2,2,63693,0,1,587,43,337,42,87,54,3,11,6,9,6,0,46,1150,0
2,3,80763,0,0,674,168,108,192,42,231,1,5,11,6,3,1,74,1415,2
4,3,65352,0,1,284,3,84,4,7,23,2,4,2,8,4,0,50,405,0
4,3,82170,0,0,1023,93,651,49,55,37,1,5,6,7,2,0,46,1908,0
2,3,75759,0,0,1394,22,708,89,91,182,1,9,7,9,5,1,55,2486,3
0,4,79689,0,0,311,26,640,180,37,121,1,4,9,13,2,0,48,1315,0
4,6,35340,1,1,27,0,12,0,1,5,2,2,0,3,5,0,68,45,0
2,2,85683,0,0,1296,17,311,45,69,51,1,2,4,10,1,1,70,1789,4
0,3,24884,1,0,3,6,7,0,0,3,1,0,0,3,7,0,52,19,0
3,5,42021,1,0,393,5,136,7,5,27,5,10,1,6,9,0,43,573,1
2,4,64449,1,0,218,63,282,137,35,70,4,5,3,12,4,0,35,805,0
2,2,64587,1,1,66,0,16,0,6,20,2,1,1,4,3,0,70,108,0
2,4,34824,0,0,4,2,11,2,0,4,1,1,0,2,6,0,29,23,0
2,5,75437,0,0,795,0,545,95,58,0,1,8,4,10,6,0,46,1493,1
2,5,26091,1,1,15,10,19,8,17,20,3,2,1,3,5,0,67,89,0
2,3,52845,1,0,384,25,292,130,41,64,3,8,8,6,6,0,51,936,1
2,2,46086,0,1,244,8,32,7,2,50,4,3,1,8,4,0,68,343,0
4,6,78028,0,1,158,19,288,25,0,38,1,6,4,9,7,1,68,528,2
4,4,95169,0,0,1285,21,449,106,20,20,1,4,3,4,1,1,37,1901,2
0,3,56337,1,1,349,16,144,28,5,182,5,8,5,4,8,1,43,724,2
2,5,22434,1,0,4,12,11,3,13,15,2,2,0,3,8,0,37,58,0
4,3,36930,0,1,223,2,31,0,2,39,5,5,2,4,8,0,70,297,0
2,4,36130,0,1,157,43,127,68,56,37,6,3,8,4,4,1,70,488,1
3,3,65569,0,1,397,46,288,20,38,70,2,6,5,10,3,0,71,859,0
2,5,83844,0,0,901,31,345,75,31,191,1,4,4,11,1,0,72,1574,1
2,3,19514,1,1,14,3,21,2,1,28,4,3,1,2,8,0,56,69,1
4,4,36736,1,1,10,0,3,0,0,4,1,1,0,2,6,0,61,17,0
2,5,77568,0,1,1230,0,396,232,178,158,1,10,2,8,5,0,45,2194,3
4,5,49187,0,1,81,1,31,2,1,0,1,1,1,5,2,0,48,116,0
2,4,30168,1,0,154,20,66,0,12,27,7,6,1,4,9,0,46,279,0
3,5,34053,0,1,63,0,21,7,0,12,1,3,0,3,8,0,56,103,0
3,3,38196,1,1,30,0,11,0,0,3,3,2,0,4,5,0,53,44,0
3,3,59412,0,0,90,67,165,30,43,11,1,4,2,8,3,0,73,406,0
0,3,70924,0,0,635,114,254,132,152,76,1,6,6,7,3,0,59,1363,1
2,5,54165,0,0,127,4,73,15,6,11,1,2,1,7,2,0,55,236,0
2,3,32300,1,0,13,3,6,6,5,6,1,1,0,3,8,0,51,39,0
2,4,20180,0,0,18,42,24,15,20,18,1,2,1,4,7,0,48,137,0
2,3,34961,1,0,45,2,26,4,1,1,3,3,1,3,7,0,51,79,0
